Date,Open,High,Low,Close,Volume
2012-01-25,271.26011,274.03412,269.49487,272.26888,117798
2012-01-26,272.94137,285.80246,272.35296,281.5995,489631
2012-01-27,281.5995,284.96183,280.00231,284.20528,303073
2012-01-30,283.28066,284.54156,278.40522,280.00231,171304
2012-01-31,282.43798,285.46743,280.84258,280.84258,223886
2012-02-01,280.08639,289.66923,280.08639,286.81114,181244
2012-02-02,290.00542,290.00542,285.12998,288.74453,193456
2012-02-03,288.32425,292.10694,286.89522,292.10694,224321
2012-02-06,290.00542,292.52722,288.74453,292.52722,190887
2012-02-07,291.01411,292.52722,287.81991,290.84605,267426
2012-02-08,287.06335,293.28377,287.06335,290.59383,238297
2012-02-09,280.33861,291.68658,280.33861,285.46618,594353
2012-02-10,285.80246,285.88654,281.76755,282.8604,320605
2012-02-13,284.96183,285.71839,283.36474,284.54156,132216
2012-02-14,285.80246,290.00542,283.36474,285.80246,236697
2012-02-15,288.32425,288.66045,284.20528,285.71839,673331
2012-02-16,284.96183,287.39956,282.77633,282.77633,178270
2012-02-17,286.72707,288.15612,285.9706,286.64309,314645
2012-02-20,288.15612,288.99674,286.05459,288.32425,170996
2012-02-21,290.00542,290.00542,285.46618,285.46618,329417
2012-02-22,285.88654,287.31548,283.70094,285.80246,252085
2012-02-23,282.77633,286.64309,282.44004,282.44004,229819
2012-02-24,284.96183,285.80246,282.44004,282.44004,163630
2012-02-27,282.01977,284.96183,281.5995,284.96183,151412
2012-02-28,284.54156,285.71839,278.40522,280.75888,189053
2012-02-29,282.8604,283.95315,278.23709,281.51543,330203
2012-03-01,279.07771,280.00231,273.61386,278.23709,268172
2012-03-02,277.98496,278.23709,273.69784,276.97619,279322
2012-03-05,275.71529,277.39645,272.43694,276.38777,131777
2012-03-06,274.03412,277.39645,273.1935,276.80804,229865
2012-03-07,276.80804,279.07771,273.69784,275.71529,176496
2012-03-08,274.87475,279.91825,274.20227,279.91825,199168
