# Day (0 = 1. Jan.)   Weekday (0=monday,1=tuesday,...)   Holiday?   shiftnumber | shift begin   shift end   duration | nightshift?  midnightshift?
64	                    1           0             684      192    485      87                   1                         0
64	                    1           0             685      761   1325     495                   0                         0
64	                    1           0             686      796   1328     306                   0                         0
64	                    1           0             687      270    633     305                   0                         0
64	                    1           0             688      337    788     290                   0                         0
64	                    1           0             689      355    863     391                   0                         0
64	                    1           0             690      222    635     242                   1                         0
64	                    1           0             691      972   1445     326                   1                         1
64	                    1           0             692      314    988     502                   0                         0
64	                    1           0             693      348    782     261                   0                         0
64	                    1           0             694      192    823     378                   1                         0
65	                    2           0             695     1003   1337     228                   0                         0
65	                    2           0             696      259    663     293                   0                         0
65	                    2           0             697      169    683     315                   1                         0
65	                    2           0             698     1035   1490     383                   1                         1
65	                    2           0             699      279    653     327                   0                         0
65	                    2           0             700      374    808     374                   0                         0
65	                    2           0             701      920   1408     410                   1                         0
65	                    2           0             702      684   1201     260                   0                         0
65	                    2           0             703      921   1289     234                   0                         0
65	                    2           0             704      915   1448     398                   1                         1
65	                    2           0             705      192    662     284                   1                         0
65	                    2           0             706      764   1325     388                   0                         0
65	                    2           0             707      227    588     312                   1                         0
65	                    2           0             708      397    592     190                   0                         0
65	                    2           0             709      329    429      85                   0                         0
65	                    2           0             710      362   1021     343                   0                         0
65	                    2           0             711      564   1266     512                   0                         0
65	                    2           0             712      304    993     548                   0                         0
65	                    2           0             713      975   1370     252                   0                         0
65	                    2           0             714      290    671     336                   0                         0
65	                    2           0             715      684   1271     397                   0                         0
65	                    2           0             716      332    903     467                   0                         0
65	                    2           0             717      192    485      87                   1                         0
65	                    2           0             718      796   1328     306                   0                         0
65	                    2           0             719      270    633     305                   0                         0
65	                    2           0             720      337    788     290                   0                         0
65	                    2           0             721      763   1271     458                   0                         0
65	                    2           0             722      355    863     391                   0                         0
65	                    2           0             723      222    635     242                   1                         0
65	                    2           0             724      972   1445     326                   1                         1
65	                    2           0             725      314    988     502                   0                         0
65	                    2           0             726      348    782     261                   0                         0
65	                    2           0             727      192    823     378                   1                         0
66	                    3           0             728     1003   1337     228                   0                         0
66	                    3           0             729      169    683     315                   1                         0
66	                    3           0             730     1035   1490     383                   1                         1
66	                    3           0             731      279    653     327                   0                         0
66	                    3           0             732      374    808     374                   0                         0
66	                    3           0             733      920   1408     410                   1                         0
66	                    3           0             734      684   1201     260                   0                         0
66	                    3           0             735      921   1289     234                   0                         0
66	                    3           0             736      915   1448     398                   1                         1
66	                    3           0             737      192    662     284                   1                         0
66	                    3           0             738      764   1325     388                   0                         0
66	                    3           0             739      227    588     312                   1                         0
66	                    3           0             740      335    788     297                   0                         0
66	                    3           0             741      397    592     190                   0                         0
66	                    3           0             742      329    429      85                   0                         0
66	                    3           0             743      362   1021     343                   0                         0
66	                    3           0             744      564   1266     512                   0                         0
66	                    3           0             745      304    993     548                   0                         0
66	                    3           0             746      975   1370     252                   0                         0
66	                    3           0             747      290    671     336                   0                         0
66	                    3           0             748      290    663     274                   0                         0
66	                    3           0             749      684   1271     397                   0                         0
66	                    3           0             750      332    903     467                   0                         0
66	                    3           0             751      192    485      87                   1                         0
66	                    3           0             752      796   1328     306                   0                         0
66	                    3           0             753      270    633     305                   0                         0
66	                    3           0             754      763   1271     458                   0                         0
66	                    3           0             755      355    863     391                   0                         0
66	                    3           0             756      222    635     242                   1                         0
66	                    3           0             757      972   1445     326                   1                         1
66	                    3           0             758      314    988     502                   0                         0
66	                    3           0             759      348    782     261                   0                         0
66	                    3           0             760      192    823     378                   1                         0
67	                    4           0             761      863   1308     370                   0                         0
67	                    4           0             762      169    683     315                   1                         0
67	                    4           0             763      279    653     327                   0                         0
67	                    4           0             764      374    808     374                   0                         0
67	                    4           0             765      920   1408     410                   1                         0
67	                    4           0             766      796   1328     306                   0                         0
67	                    4           0             767      684   1201     260                   0                         0
67	                    4           0             768      921   1289     234                   0                         0
67	                    4           0             769      915   1448     398                   1                         1
67	                    4           0             770      192    662     284                   1                         0
67	                    4           0             771      801   1115     237                   0                         0
67	                    4           0             772      227    588     312                   1                         0
67	                    4           0             773      397    592     190                   0                         0
67	                    4           0             774      329    429      85                   0                         0
67	                    4           0             775      362   1021     343                   0                         0
67	                    4           0             776      975   1370     252                   0                         0
67	                    4           0             777      314    688     306                   0                         0
67	                    4           0             778     1003   1413     319                   1                         0
67	                    4           0             779      290    671     336                   0                         0
67	                    4           0             780      290    663     274                   0                         0
67	                    4           0             781      804   1183     294                   0                         0
67	                    4           0             782      684   1271     397                   0                         0
67	                    4           0             783      332    903     467                   0                         0
67	                    4           0             784      192    485      87                   1                         0
67	                    4           0             785      761   1325     495                   0                         0
67	                    4           0             786      270    633     305                   0                         0
67	                    4           0             787      337    788     290                   0                         0
67	                    4           0             788      764   1325     388                   0                         0
67	                    4           0             789      355    863     391                   0                         0
67	                    4           0             790      222    635     242                   1                         0
67	                    4           0             791      972   1445     326                   1                         1
67	                    4           0             792      304    748     370                   0                         0
67	                    4           0             793      348    782     261                   0                         0
67	                    4           0             794      192    823     378                   1                         0
68	                    5           0             795      340    906     370                   0                         0
68	                    5           0             796      643   1347     441                   0                         0
68	                    5           0             797      488   1187     583                   0                         0
68	                    5           0             798      406    810     296                   0                         0
68	                    5           0             799      333    898     383                   0                         0
68	                    5           0             800      906   1448     378                   1                         1
68	                    5           0             801      606   1308     585                   0                         0
68	                    5           0             802      374    808     374                   0                         0
68	                    5           0             803      473   1028     481                   0                         0
68	                    5           0             804      979   1484     372                   1                         1
69	                    6           0             805      524   1168     518                   0                         0
69	                    6           0             806      343    810     288                   0                         0
69	                    6           0             807      488   1187     583                   0                         0
69	                    6           0             808      270    803     437                   0                         0
69	                    6           0             809      888   1408     397                   1                         0
69	                    6           0             810      763   1448     554                   1                         1
69	                    6           0             811     1146   1488     303                   1                         1
69	                    6           0             812      374    808     374                   0                         0
69	                    6           0             813      643   1334     496                   0                         0
69	                    6           0             814      473   1148     488                   0                         0
69	                    6           0             815     1123   1450     295                   1                         1
