WIG;DAX;CAC40;FTSE
47899.55;7082.76;3976.71;11728.16
47515.37;7024.27;3964.84;11505.03
47641.43;7062.42;4017.45;11532.69
47363.55;7067.77;4033.21;11573.44
47131.09;7059.01;4019.62;11501.6
47396.02;7127.35;4049.07;11613.57
47533.04;7155.58;4059.57;11617.43
47223.01;7102.8;4002.32;11546.02
47156.76;7077.48;4005.5;11471.51
47609.82;7184.27;4072.62;11608.47
47559.15;7183.67;4066.53;11588.53
47710.61;7193.68;4036.59;11575.83
47796.39;7216.21;4047.21;11666.53
47933.8;7283.62;4090.8;11797.08
47846.36;7323.24;4108.27;11830.54
47793.84;7320.9;4090.74;11796.61
47242.1;7340.28;4095.14;11721.6
47547.85;7371.2;4101.31;11797.77
47449.93;7396.63;4096.62;11833.94
47349.61;7400.04;4110.34;11749.72
47193.06;7414.3;4151.26;11807.28
46575.14;7405.51;4152.31;11827.76
46761.43;7426.81;4157.14;11828.29
46761.71;7321.81;4097.41;11727.66
46548.27;7318.35;4050.27;11652.41
46821.46;7194.6;4013.12;11521.94
46547.75;7130.5;4009.64;11409.74
46874.11;7185.17;4070.38;11608.97
47540.91;7272.32;4110.35;11621.29
47141.05;7223.3;4067.15;11574.12
47326.35;7181.12;4034.32;11543.37
48036.91;7225.96;4060.76;11652.37
48295.76;7178.9;4020.21;11723.01
48353.94;7161.93;3990.41;11747.87
48421.8;7164.75;4015.91;11743.52
48252.15;7131.8;3993.81;11730.2
47929.59;7063.09;3963.99;11515.64
47689.93;6981.49;3928.68;11409.53
47737.14;6866.63;3878.04;11349.66
47440.32;6647.66;3780.85;11151.23
47103.9;6513.84;3696.56;11033.11
47731.04;6656.88;3786.21;11236.39
48010.91;6664.4;3810.22;11345.82
48294.5;6816.12;3904.45;11511.24
47946.35;6780.97;3892.71;11441.57
47950.43;6804.45;3913.73;11447.35
48168.95;6933.58;3968.84;11605.52
48626.25;6946.36;3972.38;11629.31
48787.61;6938.63;3976.95;11637.39
48662.36;6934.44;3987.8;11636.37
48605.66;7057.15;4024.44;11676.44
48729.83;7041.31;3989.18;11591.98
49503.34;7179.81;4054.76;11708.73
49592.98;7175.33;4042.92;11766.57
49693.02;7175.31;4041.74;11737.66
50329.73;7215.11;4048.16;11781.37
50371.74;7178.78;4028.3;11659.42
49986.15;7217.02;4061.91;11726.19
49985.99;7204.86;4038.7;11689.7
49680.67;7102.91;3976.6;11541.59
50174.38;7177.97;4006.23;11615.77
49847.57;7146.56;3970.39;11603.19
50016.31;7178.29;3974.48;11679.24
49335.57;7026.85;3881.24;11490.75
49609.18;7039.31;3908.58;11574.53
50178.54;7249.19;4004.62;11756.19
49966.31;7295.49;4021.88;11810.48
NA;NA;NA;NA
NA;NA;NA;NA
50198;7356.51;4045.29;11869.44
50024.22;7404.95;4067.72;11895.02
50219.7;7475.22;4104.9;12013.88
50008.98;7514.46;4106.92;NA
50134.02;7527.64;4108.77;NA
NA;7500.7;4096.84;12014.79
49542.01;7373.93;4043.13;11909.08
49266.97;7376.96;4004.87;11845.72
49321.53;7492.25;4058.01;11907.24
48904.49;7410.52;4007.26;11896.09
49332.75;7501.52;4052.51;12055.15
49166.2;7495.05;4058.08;12017.87
48795.21;7443.95;4023.29;11967.11
48677.61;7403.31;4018.85;11999.22
48940.24;7387.54;3989.82;11943.55
48286.43;7256.65;3941.58;11835.99
48523.79;7303.53;3978;11887.54
48747.55;7358.23;4027.74;11986.54
48858.84;7266.82;3990.85;11992.21
48575.19;7121.52;3906.98;11795.67
48752.14;7150.66;3916.88;11858.76
49148.52;7170.94;3928.99;11825.24
49215.53;7114.09;3917.22;11841.01
49425.67;7163.47;3950.98;11958.8
49492.53;7160.3;3942.53;NA
50025.61;7293.69;4006.94;12060.79
49929.4;7217.43;3964.81;12009.84
49824.93;7074.12;3889.87;11963.03
49638.88;7109.03;3890.68;11972.66
49396.61;7084.57;3863.4;11996.93
49747.78;7103.25;3871.92;12008.79
49555.71;7060.23;3837.98;11870.92
49378.82;7159.66;3878.65;11911.62
49077.61;7069.9;3805.09;11786.02
49121.13;7085.14;3807.61;11779.46
49481.52;7204.79;3864.58;11861.43
49258.23;7115.08;3806.85;11763.43
49129.21;7110.2;3792.31;11631.85
49353.4;7164.05;3823.74;11661.78
48800.36;7150.21;3799.66;11537.84
48863.88;7285.51;3877.07;11654.92
48485.26;7278.19;3871.37;11636.16
NA;7149.44;3787.79;11453.72
48394.02;7121.38;3784.8;11528.25
48010.43;7107.9;3796.55;11549.06
47976.14;7170.43;3851.89;11606.38
48469.49;7294.14;3924.23;11799.15
48414.36;7376.24;3982.21;11934.04
48551.19;7419.44;4007.35;12040.28
48481.82;7442.96;4003.11;12102.27
48581.57;7439.44;3978.83;12145.42
48200.74;7431.19;3961.34;12131.69
49057.05;7471.44;3979.96;12167.81
48700.58;7402.73;3913.55;12074.26
47922.1;7230.25;3807.51;11880.06
47695.46;7174.14;3774.12;11778.02
48103.73;7267.87;3793.27;11843.19
47768.38;7214.74;3751.23;11766.56
47785.85;7220.12;3726.59;11746.78
46740.32;7107.92;3650.71;11527.78
46651.79;7192.67;3694.95;11592.41
46811.06;7221.36;3754.6;11701.48
47291.31;7290.14;3816.75;11706.68
47501.78;7326.39;3842.7;11820.33
NA;NA;NA;NA
47353.37;7344.54;3812.97;11786.19
47185.61;7349.45;3787.88;11788.92
46722.09;7252.68;3734.07;11650.34
47071.4;7190.06;3712.66;11615.57
47152.63;7158.77;3672.77;11552.06
46820.93;6953.98;3588.05;11426.09
46234.21;6796.75;3522.79;11188.64
44536.67;6640.59;3454.94;10994.59
42828.22;6414.76;3320.35;10570.64
42011.33;6236.16;3278.56;10313.13
40535.21;5923.27;3125.19;9861.97
39028.04;5917.08;3176.19;10090.5
37368.93;5613.42;3002.99;9890.96
38934.71;5797.66;3089.66;10139.74
39910.95;5997.74;3213.88;10432.05
NA;6022.24;3239.06;10531.8
40883.9;5994.9;3230.9;10412.73
41125.87;5948.94;3254.34;10369.42
38697.56;5602.8;3076.04;9860.22
38749.61;5480;3016.99;9759.06
39549.67;5473.78;3051.36;9854.78
39556.82;5532.38;3084.37;9922.1
39588.91;5681.08;3139.55;10041.59
39715.27;5584.14;3119;10021.39
39774;5537.48;3087.64;9997.1
40715.85;5670.07;3154.2;NA
41300.1;5643.92;3159.74;10243.15
42222.38;5784.85;3256.76;10525.93
41553.09;5730.63;3265.83;10576.81
40544.28;5538.33;3148.53;10381.02
38992.56;5246.18;2999.54;10084.11
39189.1;5193.97;2965.64;10071.17
40418.3;5405.53;3073.18;10321.33
40405.17;5408.46;3085.83;10365.05
38708.57;5189.93;2974.59;10151.43
37437.36;5072.33;2854.81;9983.75
37735.42;5166.36;2894.93;10011.05
37881.76;5340.19;2949.14;10107.87
38945;5508.24;3045.62;10324.08
39254.5;5573.51;3031.08;10428.17
38740.68;5415.91;2940;10229.01
39177.62;5571.68;2984.05;10308.58
39225.39;5433.8;2935.82;10266
36851.2;5164.21;2781.68;9888.26
36549.47;5196.56;2810.11;9815.5
36765.94;5345.56;2859.34;9839.24
37998.03;5628.44;3023.38;10127.13
38026.53;5578.42;2995.62;10038.67
38264.32;5639.58;3027.65;9985.45
38268.75;5502.02;2981.96;9819.39
37620.12;5376.7;2926.83;9750.56
36744.86;5216.71;2850.55;9425.93
37496.93;5473.03;2973.9;9567.84
37915.03;5645.25;3075.37;9888.56
38174.89;5675.7;3095.56;9957.98
39291.95;5847.29;3161.47;10140.76
39316.43;5865.01;3153.52;10155.08
40182.11;5994.47;3229.76;10320
39608.13;5914.84;3186.94;10230.52
40026.63;5967.2;3217.89;10338.51
39825.64;5859.43;3166.06;10250.39
39837.96;5877.41;3141.1;10178.89
39969.82;5913.53;3157.34;10231.83
38835.92;5766.48;3084.07;10111.14
40054.41;5970.96;3171.34;10265.49
41050.11;6055.27;3220.46;10469.09
40702.26;6046.75;3174.29;10428.37
40577.52;6016.07;3169.62;10422.38
41708.88;6337.84;3368.62;10733.34
41686.02;6346.19;3348.63;10773.07
41160.66;6141.34;3242.84;10479.74
NA;5834.51;3068.33;10167.6
40747.38;5965.63;3110.59;10251.65
41313.92;6133.18;3195.47;10406.67
40909.81;5966.16;3123.55;10387.8
41135.19;5928.68;3103.6;10302.24
41350.11;5961.44;3143.3;10419.34
40241.19;5829.54;3075.16;10268.87
39853.18;5867.81;3064.84;10187.44
NA;6057.03;3149.38;10389.3
40235;5985.02;3108.95;10347.76
40042.74;5933.14;3049.13;10260.11
40364.29;5913.36;3064.9;10275.56
39797.19;5850.17;3010.29;10150.28
39106.23;5800.24;2997.01;10044.36
38119.53;5606;2894.94;9767.88
38118.76;5537.39;2870.68;9703.13
37466.98;5457.77;2822.43;9568.78
37607.27;5428.11;2822.25;9601.89
37601.56;5492.87;2856.97;9640.29
38361.03;5745.33;3012.93;9908.46
37956.82;5799.91;3026.76;10031.58
39502.02;6088.84;3154.62;10315.29
39215.21;6035.88;3129.95;10203.75
39144.14;6080.68;3164.95;10307.32
39621.6;6106.09;3201.28;10368.26
38878.79;6028.82;3179.63;10312.28
39051.93;5994.73;3175.98;10280.17
38474.28;5874.44;3095.49;10086.07
38637.17;5986.71;3172.35;10130.57
37908.42;5785.43;3089.59;9901.15
38021.08;5774.26;3078.72;9961.04
37813.82;5675.14;2976.17;9744.23
37637.47;5730.62;2998.73;9827.28
37001.49;5701.78;2972.3;9808.15
36720.77;5670.71;2974.2;9748.44
37148.86;5847.03;3055.39;9868.44
37574.56;5791.53;3030.47;9843.04
37478.7;5852.18;3071.8;9903.56
37788.65;5878.93;3102.09;9984.16
NA;NA;NA;NA
37836.46;5889.76;3103.11;NA
37552.9;5771.27;3071.08;10013.17
37814.52;5848.78;3127.56;10056.29
37595.44;5898.35;3159.81;10102.9
38318.26;6075.52;3222.3;NA
38463.72;6166.57;3245.4;10361.95
38183.09;6111.55;3193.65;10273.77
37739.39;6095.99;3144.91;10144.64
NA;6057.92;3137.36;10245.86
37341.29;6017.23;3127.69;10251.13
37608.68;6162.98;3210.79;10347.72
37516.2;6152.34;3204.83;10372.56
38062.87;6179.21;3199.98;10466.45
37991.91;6143.08;3196.49;10457.71
38225.95;6220.01;3225;10478.63
38726.6;6332.93;3269.99;10592.21
39056.43;6354.57;3264.93;10661.08
39288.13;6416.26;3328.94;10808.3
39518.87;6404.39;3321.5;10825.93
39660.19;6436.62;3338.42;10867.56
39606.62;6419.22;3322.65;10736.93
39542.67;6421.85;3312.48;10748.39
40392.48;6539.85;3363.23;10908.82
40467.92;6511.98;3318.76;10854.72
40600.3;6444.45;3265.64;10694.17
40927.75;6458.91;3298.55;10769.35
41438.43;6616.64;3367.46;11021.02
41602.24;6655.63;3376.66;11086.51
41732.3;6766.67;3427.92;11235.15
42083.93;6764.83;3405.27;11237.74
41912.98;6754.2;3411.54;11193.7
42044.47;6748.76;3410;11161.88
41792.46;6788.8;3424.71;11234.57
41219.43;6692.96;3373.14;11167.61
41581.98;6738.47;3384.55;11275.6
41423.51;6728.19;3375.64;11245.69
41616.3;6757.94;3390.35;11288.92
41430.3;6751.96;3393.25;11203.43
42161.4;6848.03;3439.62;11312.21
42047.36;6948.25;3472.54;11420.21
42070.07;6908.18;3465.24;11379.54
41669.41;6843.87;3447.37;11449.23
41258.14;6809.46;3447.31;11505.74
41499.43;6864.43;3467.03;11526.98
41464.05;6849.6;3441.45;11472.07
41605.56;6887.63;3453.99;11529.15
41560.55;6856.08;3452.45;11449.52
41533.87;6941.77;3499.73;11535.36
41639.72;6921.37;3501.17;11538.43
NA;NA;NA;NA
41084.32;6866.46;3487.54;11414.1
40479.75;6633.11;3362.56;11144.1
40791.3;6671.11;3392.33;11287.14
41337.97;6834.54;3478.36;11458.36
41236.46;6880.21;3487.48;11527.96
41297.09;6901.35;3490.06;11563.9
41460.75;6995.91;3550.16;11750.07
42068.69;7079.42;3564.51;11750.29
42281.33;7144.45;3580.21;11699.28
42209.33;7157.82;3594.83;11792.92
41963.41;7154.22;3577.88;11785.49
41586.01;7054.94;3530.83;11633.24
41529.19;7071.32;3527.37;11656.75
40834.43;6981.26;3472.46;11551.7
41209.99;6995.62;3476.18;11566.67
41526.42;7079.23;3501.98;11734.73
41833.54;7078.9;3469.59;11710.7
41608.37;6998.8;3430.15;11589.71
41028.06;6875.15;3381.12;11430.98
41267.16;6946.83;3423.81;11538.88
41488.9;7056.65;3462.91;11655.06
41465.6;6982.28;3406.78;11638.77
40754.08;6784.06;3313.47;11352.45
40802.41;6775.26;3319.81;11380.56
NA;NA;NA;NA
NA;NA;NA;NA
40216.96;6606.43;3217.6;11136.16
40562.55;6674.73;3237.69;11234
41053.82;6743.24;3269.79;11414.53
40668.71;6583.9;3189.09;11311.05
40604.91;6625.19;3205.28;11255.4
40872.89;6801;3292.51;11426.29
40526.8;6732.03;3240.29;11431.99
40354.53;6671.22;3174.02;11423
40141.26;6750.12;3188.58;11444.85
39085.95;6523;3098.37;11181.62
39305.37;6590.41;3169.32;11272.23
39422.94;;3233.46;11334.45
39761.78;;3229.32;11361.38
40248.63;;3266.27;11479.74
40273.65;;3212.8;11417.59
